일,채널,채널분류,캠페인,캠페인목적,그룹,소재,노출,클릭,비용,회원가입,구매,구매매출
2024-12-31,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,56509,861,234404,53,9,511760
2024-12-31,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,53606,578,186446,50,12,605204
2024-12-31,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,60166,1223,343144,75,23,968610
2024-12-31,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,44389,886,191972,71,22,1039659
2024-12-31,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,56267,1389,311572,94,17,1080471
2024-12-31,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,10974,231,44306,11,3,256407
2024-12-31,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,15499,369,69898,26,8,747322
2024-12-31,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,10820,418,44009,16,12,1133310
2024-12-31,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,28766,771,138938,42,21,1636500
2024-12-31,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,33183,662,132281,42,13,1004419
2024-12-31,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,28728,528,107290,29,12,1128222
2024-12-31,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,7462,1015,69965,252,154,11518655
2024-12-31,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,16105,1405,178725,268,79,4272623
2024-12-31,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,15998,1422,152307,163,62,4274193
2024-12-31,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,8842,509,66269,72,33,3782840
2024-12-31,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,8661,323,75829,32,24,2800756
2024-12-31,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,6669,313,40899,32,13,2058093
2024-12-31,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,14283,830,135245,65,60,4179677
2024-12-31,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,12239,697,88851,55,40,3042848
2024-12-31,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,10988,806,80854,67,55,3378775
