일,채널,채널분류,캠페인,캠페인목적,그룹,소재,노출,클릭,비용,회원가입,구매,구매매출
2024-12-27,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,VID_적립혜택_겨울_A_v1,67830,1765,372175,216,81,3473481
2024-12-27,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,IMG_적립혜택_겨울_B_v1,84533,2910,471852,219,75,3259499
2024-12-27,구글,외부,GGL_CMP_03_첫구매,첫구매,유사타겟,CRS_할인쿠폰_겨울_v1,46529,1639,271218,160,68,3679474
2024-12-27,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,VID_플러스멤버십_겨울_A_v1,74833,1276,230354,108,27,996244
2024-12-27,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,61242,1268,335939,52,12,583773
2024-12-27,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,46124,682,196850,68,12,783334
2024-12-27,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,74827,1299,288201,95,20,1091521
2024-12-27,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,40691,931,201776,72,24,1335194
2024-12-27,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,70906,1133,292531,114,23,912706
2024-12-27,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,10678,207,43622,12,5,247498
2024-12-27,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,17414,365,70016,26,11,804797
2024-12-27,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,13877,434,50628,19,13,1039285
2024-12-27,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,30386,942,109765,43,28,2074942
2024-12-27,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,26609,657,138020,49,15,954488
2024-12-27,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,26857,503,146583,30,15,1050539
2024-12-27,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,7264,1332,58749,305,129,10407595
2024-12-27,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,21677,1472,174548,291,72,4103172
2024-12-27,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,17421,1475,164201,164,63,5738059
2024-12-27,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,9534,706,82586,61,30,3758608
2024-12-27,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,6698,470,70373,27,21,3054607
2024-12-27,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,6869,442,50605,32,19,1767767
2024-12-27,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,15730,1012,136595,74,54,4632673
2024-12-27,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,12184,753,97698,66,43,3257868
2024-12-27,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,10331,855,94547,86,54,3624975
