일,채널,채널분류,캠페인,캠페인목적,그룹,소재,노출,클릭,비용,회원가입,구매,구매매출
2024-12-28,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,IMG_적립혜택_겨울_B_v1,61971,899,326112,54,13,541681
2024-12-28,메타,외부,META_CMP_01_신규유저,신규유저,논타겟,CRS_플러스멤버십_겨울_v1,47339,678,195424,51,12,796810
2024-12-28,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,VID_플러스멤버십_겨울_A_v1,74559,1348,337775,84,24,942466
2024-12-28,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,IMG_할인쿠폰_겨울_B_v1,45233,919,192612,69,22,1146293
2024-12-28,메타,외부,META_CMP_02_룩얼라이크,룩얼라이크,유사타겟,CRS_특가_겨울_v1,56474,1099,315538,93,17,862503
2024-12-28,메타,외부,META_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,13022,228,50219,12,4,273690
2024-12-28,메타,외부,META_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,17584,382,67589,25,11,903632
2024-12-28,메타,외부,META_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,12437,331,40610,20,13,1043153
2024-12-28,메타,외부,META_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,30344,915,113678,48,28,2086606
2024-12-28,메타,외부,META_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,28139,584,150737,44,16,825816
2024-12-28,메타,외부,META_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,25054,533,129771,23,11,929742
2024-12-28,네이버,자체,NVR_CMP_01_브랜드KW,브랜드KW,논타겟,TXT_플러스멤버십_겨울_A_v1,8770,1381,63899,280,171,11028110
2024-12-28,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_할인쿠폰_겨울_A_v1,19478,1400,146213,309,82,4744553
2024-12-28,네이버,자체,NVR_CMP_02_일반KW,일반KW,논타겟,TXT_플러스멤버십_겨울_B_v1,18228,1469,150167,133,75,5267884
2024-12-28,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,IMG_배송혜택_겨울_A_v1,8259,706,75195,62,41,4240025
2024-12-28,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,VID_적립혜택_겨울_B_v1,7990,456,73272,28,28,2362643
2024-12-28,네이버,자체,NVR_CMP_03_재구매,재구매,VIP,CRS_신상품_겨울_v1,6756,444,49768,31,16,2135180
2024-12-28,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,IMG_배송혜택_겨울_A_v1,16037,919,144141,57,59,3577006
2024-12-28,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,VID_적립혜택_겨울_B_v1,13726,703,116790,53,45,3700541
2024-12-28,네이버,자체,NVR_CMP_03_재구매,재구매,윈백,CRS_신상품_겨울_v1,11921,840,95672,88,55,3338661
